budget;genres;keywords;original_language;original_title;popularity;production_companies;release_date;revenue;status;vote_average;vote_count
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 186, ""name"": ""christianity""}, {""id"": 237, ""name"": ""gay""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 34333, ""name"": ""lgbt child""}]";en;Saved!;9.85123;[];21/01/2004;0;Released;6.3;147
8000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1773, ""name"": ""socialism""}, {""id"": 1873, ""name"": ""yuppie""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10594, ""name"": ""money""}, {""id"": 13160, ""name"": ""university""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 41589, ""name"": ""dying""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 225061, ""name"": ""friend""}]";fr;Les Invasions barbares;3.03091;"[{""name"": ""Pyramide Productions"", ""id"": 186}, {""name"": ""Cin\u00e9maginaire Inc."", ""id"": 280}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""Astral Films"", ""id"": 4042}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Soci\u00e9t\u00e9 Radio-Canada"", ""id"": 9115}, {""name"": ""Soci\u00e9t\u00e9 de D\u00e9veloppement des Entreprises Culturelles (SODEC)"", ""id"": 9116}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]";21/05/2003;3432342;Released;6.7;77
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 392, ""name"": ""england""}, {""id"": 2868, ""name"": ""crusade""}, {""id"": 4147, ""name"": ""robin hood""}, {""id"": 222340, ""name"": ""king richard""}]";en;Robin and Marian;3.199904;"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Rastar Pictures"", ""id"": 2070}]";11/03/1976;0;Released;6.6;50
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 4550, ""name"": ""full moon""}, {""id"": 5374, ""name"": ""poster""}, {""id"": 11546, ""name"": ""hitchhiker""}, {""id"": 157096, ""name"": ""homoeroticism""}, {""id"": 162645, ""name"": ""newspaper headline""}, {""id"": 166720, ""name"": ""vampire slayer""}, {""id"": 167159, ""name"": ""switchblade""}, {""id"": 168869, ""name"": ""gun in mouth""}, {""id"": 176572, ""name"": ""film canister""}, {""id"": 176573, ""name"": ""playing chicken""}, {""id"": 176585, ""name"": ""blood sucking""}, {""id"": 176592, ""name"": ""traffic violation""}, {""id"": 188957, ""name"": ""virus""}]";en;The Forsaken;2.739307;"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""Egmont Film"", ""id"": 9365}, {""name"": ""Columbia TriStar Home Entertainment"", ""id"": 10202}]";27/04/2001;0;Released;4.9;47
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 1419, ""name"": ""gun""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 9052, ""name"": ""major""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 11400, ""name"": ""sergeant""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 15182, ""name"": ""partisan""}, {""id"": 15184, ""name"": ""woman""}, {""id"": 15186, ""name"": ""task force""}, {""id"": 223009, ""name"": ""keith mallory""}]";en;Force 10 from Navarone;5.348446;"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]";01/11/1978;7230000;Released;6.4;91
5000000;"[{""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 3090, ""name"": ""loser""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 4325, ""name"": ""game show""}, {""id"": 4656, ""name"": ""tv star""}, {""id"": 5699, ""name"": ""music video""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 168049, ""name"": ""indiana jones spoof scene""}, {""id"": 186803, ""name"": ""music spoof""}]";en;UHF;4.070044;"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Cinecorp"", ""id"": 19029}]";21/07/1989;0;Released;6.7;89
0;"[{""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 282, ""name"": ""video game""}, {""id"": 2401, ""name"": ""grandmother grandson relationship""}, {""id"": 14647, ""name"": ""man child""}, {""id"": 54169, ""name"": ""stoner""}, {""id"": 167772, ""name"": ""game tester""}]";en;Grandma's Boy;9.974681;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]";06/01/2006;6538177;Released;6.6;220
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 572, ""name"": ""sex""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 18253, ""name"": ""moving""}, {""id"": 163047, ""name"": ""beverly hills""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208974, ""name"": ""nursing school""}, {""id"": 208975, ""name"": ""nomad""}]";en;Slums of Beverly Hills;6.308298;"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]";14/08/1998;0;Released;6.5;44
5000000;"[{""id"": 37, ""name"": ""Western""}]";"[{""id"": 797, ""name"": ""showdown""}, {""id"": 800, ""name"": ""bounty""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2089, ""name"": ""harmonica""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2096, ""name"": ""auction""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 156212, ""name"": ""spaghetti western""}]";it;C'era una volta il West;49.333137;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rafran Cinematografica"", ""id"": 218}, {""name"": ""Finanzia San Marco"", ""id"": 11386}]";21/12/1968;5321508;Released;8.1;1128
5000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]";[];en;Made;4.149628;"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]";13/07/2001;5476060;Released;6.3;55
5000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 305, ""name"": ""moon""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 402, ""name"": ""clone""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 12185, ""name"": ""moon base""}]";en;Moon;46.114184;"[{""name"": ""Liberty Films UK"", ""id"": 3316}, {""name"": ""Lunar Industries"", ""id"": 3317}, {""name"": ""Xingu Films"", ""id"": 3318}, {""name"": ""Limelight Fund"", ""id"": 12018}]";12/06/2009;9760104;Released;7.6;1794
0;"[{""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 3903, ""name"": ""bar mitvah""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10183, ""name"": ""independent film""}]";en;Keeping Up with the Steins;3.562563;[];12/05/2006;0;Released;5.2;18
5000000;"[{""id"": 99, ""name"": ""Documentary""}]";"[{""id"": 10506, ""name"": ""prehistoric""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 158247, ""name"": ""underwater scene""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 214549, ""name"": ""short""}]";en;Sea Rex 3D: Journey to a Prehistoric World;4.498368;"[{""name"": ""N3D Land Productions"", ""id"": 29943}, {""name"": ""Mantello Brothers Productions"", ""id"": 54610}]";14/05/2010;4074023;Released;5.9;11
5000000;"[{""id"": 18, ""name"": ""Drama""}]";"[{""id"": 1329, ""name"": ""canada""}, {""id"": 3032, ""name"": ""suffering""}, {""id"": 5331, ""name"": ""village""}, {""id"": 5859, ""name"": ""paralysis""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 166287, ""name"": ""school bus""}, {""id"": 188974, ""name"": ""vehicular accident""}]";en;The Sweet Hereafter;7.673124;"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Alliance Communications"", ""id"": 579}]";14/05/1997;3263585;Released;6.8;103
4000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";"[{""id"": 345, ""name"": ""monk""}, {""id"": 813, ""name"": ""sunrise""}, {""id"": 1279, ""name"": ""medicine""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 2392, ""name"": ""koran""}, {""id"": 4556, ""name"": ""protection""}, {""id"": 4653, ""name"": ""french""}, {""id"": 5890, ""name"": ""community""}, {""id"": 6057, ""name"": ""peace""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 13015, ""name"": ""terrorism""}]";fr;Des hommes et des dieux;4.992475;"[{""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Armada Films"", ""id"": 7453}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""Cin\u00e9mage 4"", ""id"": 7455}, {""name"": ""Cofinova 6"", ""id"": 7456}, {""name"": ""Soficin\u00e9ma 6"", ""id"": 7457}]";18/05/2010;41424067;Released;6.5;91
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 5990, ""name"": ""wine garden""}, {""id"": 6563, ""name"": ""wine""}, {""id"": 9023, ""name"": ""winzer""}]";en;Bottle Shock;6.174435;"[{""name"": ""Zininsa Film Production"", ""id"": 7653}, {""name"": ""Intellectual Properties Worldwide"", ""id"": 18524}]";06/08/2008;4040588;Released;6.6;60
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]";"[{""id"": 848, ""name"": ""double life""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 156033, ""name"": ""jekyll and hyde""}]";en;Jekyll and Hyde ... Together Again;0.805312;[];10/11/1982;0;Released;4.6;5
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]";"[{""id"": 456, ""name"": ""mother""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 10984, ""name"": ""true""}, {""id"": 14534, ""name"": ""relationship""}]";en;Heavenly Creatures;8.753409;"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""New Zealand Film Commission"", ""id"": 294}, {""name"": ""Fontana Productions"", ""id"": 2306}]";02/09/1994;3049135;Released;7;294
5000000;"[{""id"": 18, ""name"": ""Drama""}]";"[{""id"": 11612, ""name"": ""hospital""}, {""id"": 14765, ""name"": ""church""}]";en;90 Minutes in Heaven;3.943706;"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Giving Films"", ""id"": 68117}]";11/09/2015;4842699;Released;5.4;40
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 1859, ""name"": ""arizona""}, {""id"": 4552, ""name"": ""beer""}, {""id"": 9639, ""name"": ""playboy""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 11739, ""name"": ""repo man""}]";en;Everything Must Go;9.169411;"[{""name"": ""Birdsong Pictures"", ""id"": 7436}, {""name"": ""IM Global"", ""id"": 7437}]";15/10/2010;2614773;Released;6;208
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 703, ""name"": ""detective""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 10183, ""name"": ""independent film""}]";en;Zero Effect;2.732031;"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Manifest Film Company"", ""id"": 20719}]";30/01/1998;1980338;Released;6;55
5000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 1382, ""name"": ""factory""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 173957, ""name"": ""post it""}, {""id"": 173959, ""name"": ""machinist""}, {""id"": 173960, ""name"": ""cleaning bathroom tile""}, {""id"": 173966, ""name"": ""osha""}, {""id"": 173971, ""name"": ""taunting""}, {""id"": 173974, ""name"": ""manhole""}, {""id"": 173976, ""name"": ""one armed man""}, {""id"": 173977, ""name"": ""torment""}, {""id"": 173978, ""name"": ""department of motor vehicles""}, {""id"": 173983, ""name"": ""mother's day""}, {""id"": 173986, ""name"": ""losing weight""}, {""id"": 173989, ""name"": ""old photograph""}, {""id"": 173990, ""name"": ""dostoevsky""}]";en;The Machinist;35.252056;"[{""name"": ""Filmax Entertainment"", ""id"": 7302}, {""name"": ""Castelao Producciones"", ""id"": 7956}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""ICF"", ""id"": 52107}]";09/02/2004;8203235;Released;7.3;1247
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";"[{""id"": 236, ""name"": ""suicide""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 164296, ""name"": ""addict""}, {""id"": 181324, ""name"": ""existentialism""}]";en;Light Sleeper;6.063868;"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Live Entertainment"", ""id"": 285}, {""name"": ""Seven Arts"", ""id"": 8268}, {""name"": ""Carolco Pictures"", ""id"": 14723}]";21/08/1992;0;Released;5.7;15
5000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";"[{""id"": 5565, ""name"": ""biography""}]";en;Kill the Messenger;21.343093;"[{""name"": ""The Combine"", ""id"": 27450}, {""name"": ""Bluegrass Films"", ""id"": 27451}]";09/10/2014;2450846;Released;6.6;355
5000000;"[{""id"": 18, ""name"": ""Drama""}]";"[{""id"": 697, ""name"": ""loss of son""}, {""id"": 2754, ""name"": ""trauma""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 12544, ""name"": ""crying""}, {""id"": 15334, ""name"": ""parking lot""}, {""id"": 40952, ""name"": ""therapy""}, {""id"": 40953, ""name"": ""car seat""}]";en;Rabbit Hole;10.095184;"[{""name"": ""Olympus Pictures"", ""id"": 7400}]";16/12/2010;5129058;Released;6.9;165
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";"[{""id"": 242, ""name"": ""new york""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 1822, ""name"": ""bath""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2441, ""name"": ""donut""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 4328, ""name"": ""costume""}, {""id"": 4958, ""name"": ""injection""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10200, ""name"": ""man man relationship""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14964, ""name"": ""drug""}]";en;Party Monster;4.129165;"[{""name"": ""ContentFilm"", ""id"": 1420}]";05/09/2003;742898;Released;5.9;58
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 379, ""name"": ""skinhead""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10798, ""name"": ""duct tape""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 12341, ""name"": ""pitbull""}, {""id"": 15155, ""name"": ""witness to murder""}, {""id"": 157470, ""name"": ""meat cleaver""}, {""id"": 157532, ""name"": ""bitten in the neck""}, {""id"": 159949, ""name"": ""neo nazi""}, {""id"": 173919, ""name"": ""punk band""}, {""id"": 180179, ""name"": ""fire extinguisher""}, {""id"": 210012, ""name"": ""mumblegore""}, {""id"": 212424, ""name"": ""killer dog""}, {""id"": 221615, ""name"": ""mauling""}, {""id"": 226907, ""name"": ""box cutter""}, {""id"": 226930, ""name"": ""feedback""}, {""id"": 226931, ""name"": ""mic stand""}]";en;Green Room;30.001024;"[{""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Broad Green Pictures"", ""id"": 49389}]";15/04/2016;3220371;Released;6.7;683
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 572, ""name"": ""sex""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3201, ""name"": ""orgasm""}, {""id"": 6044, ""name"": ""promise""}, {""id"": 7984, ""name"": ""bikini""}, {""id"": 8616, ""name"": ""guru""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 14794, ""name"": ""lust""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 40952, ""name"": ""therapy""}, {""id"": 208433, ""name"": ""pleasure""}]";en;The Oh in Ohio;6.759235;"[{""name"": ""Cold Iron Pictures"", ""id"": 3916}, {""name"": ""Ambush Entertainment"", ""id"": 14406}, {""name"": ""AV Club, The"", ""id"": 37726}]";30/03/2006;0;Released;5.8;27
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]";"[{""id"": 33452, ""name"": ""trilogy""}, {""id"": 173299, ""name"": ""ayn rand""}]";en;Atlas Shrugged Part III: Who is John Galt?;1.731035;"[{""name"": ""Atlas 3 Productions"", ""id"": 67480}]";12/09/2014;846704;Released;3.9;15
7000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10323, ""name"": ""psychiatric hospital""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 15274, ""name"": ""nervous breakdown""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 187717, ""name"": ""laundry room""}]";en;Bottle Rocket;11.700578;"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]";21/02/1996;560069;Released;6.8;281
6000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 4063, ""name"": ""siege""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9937, ""name"": ""suspense""}]";en;Albino Alligator;2.388683;"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Albino Alligator Productions"", ""id"": 2533}]";09/09/1996;0;Released;5.6;45
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 36, ""name"": ""History""}]";"[{""id"": 5565, ""name"": ""biography""}, {""id"": 7926, ""name"": ""mahatma gandhi""}, {""id"": 10614, ""name"": ""tragedy""}]";hi;Gandhi, My Father;0.080704;[];03/08/2007;0;Released;6;2
0;"[{""id"": 99, ""name"": ""Documentary""}]";"[{""id"": 378, ""name"": ""prison""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 2881, ""name"": ""jail guard""}, {""id"": 2885, ""name"": ""prison cell""}, {""id"": 5894, ""name"": ""bagdad""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 11875, ""name"": ""detention camp""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33740, ""name"": ""humiliation""}]";en;Standard Operating Procedure;0.888986;"[{""name"": ""Sony Pictures Classics"", ""id"": 58}]";12/02/2008;0;Released;6.6;14
0;"[{""id"": 18, ""name"": ""Drama""}]";"[{""id"": 4470, ""name"": ""punk""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 161545, ""name"": ""alcoholic father""}]";en;Out of the Blue;0.679351;"[{""name"": ""Robson Street"", ""id"": 71953}]";01/05/1980;0;Released;6.5;17
5000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]";"[{""id"": 3623, ""name"": ""cabin""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 14559, ""name"": ""hillbilly""}, {""id"": 14560, ""name"": ""body in chipper""}, {""id"": 14561, ""name"": ""cut off jeans""}]";en;Tucker and Dale vs Evil;19.940245;"[{""name"": ""Eden Rock Media"", ""id"": 2273}]";22/01/2010;5476793;Released;7.3;847
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 10183, ""name"": ""independent film""}]";en;Lovely, Still;1.286991;[];01/01/2008;0;Released;6.2;13
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 5721, ""name"": ""engineer""}, {""id"": 34139, ""name"": ""railroad""}, {""id"": 211062, ""name"": ""ethics""}]";en;Tycoon;0.042442;"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]";27/12/1947;0;Released;6.6;4
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 258, ""name"": ""bomb""}, {""id"": 657, ""name"": ""fire""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 6898, ""name"": ""quarantine""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14913, ""name"": ""water park""}, {""id"": 157775, ""name"": ""bonfire""}, {""id"": 166974, ""name"": ""explosives""}, {""id"": 192705, ""name"": ""four-wheelers""}, {""id"": 192706, ""name"": ""soda""}, {""id"": 192707, ""name"": ""aqueduct""}, {""id"": 192708, ""name"": ""beer bong""}, {""id"": 192709, ""name"": ""giant ice cream cone""}]";en;Desert Blue;1.116206;"[{""name"": ""Ignite Entertainment"", ""id"": 15460}, {""name"": ""HSX Films"", ""id"": 15461}]";06/06/1999;0;Released;5.5;9
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";[];en;Decoys;3.05434;[];27/02/2004;0;Released;4.7;33
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 897, ""name"": ""rap music""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 4932, ""name"": ""farm""}, {""id"": 9229, ""name"": ""grandparents""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 160841, ""name"": ""oven""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 172664, ""name"": ""hide and seek""}, {""id"": 200283, ""name"": ""diaper""}]";en;The Visit;38.94708;"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]";10/09/2015;98450062;Released;6;1360
5000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]";"[{""id"": 5939, ""name"": ""iraq""}, {""id"": 15087, ""name"": ""iraq war""}]";en;Redacted;3.792015;"[{""name"": ""HDNet Films"", ""id"": 3097}, {""name"": ""The Film Farm"", ""id"": 22884}]";01/01/2007;782102;Released;6.2;37
0;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 966, ""name"": ""beach""}, {""id"": 9826, ""name"": ""murder""}]";de;Fascination;0.219799;"[{""name"": ""Quality Films Entertainment"", ""id"": 5991}]";13/10/2004;0;Released;3.8;4
5000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";"[{""id"": 163053, ""name"": ""found footage""}, {""id"": 177163, ""name"": ""area 51""}]";en;Area 51;7.794;"[{""name"": ""Insurge Pictures"", ""id"": 7377}]";15/05/2015;0;Released;4.2;151
